IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
160013913,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/06/2016 12:00:00 AM,06:00,INGLESIDE,NONE,100 Block of HIGHLAND AV,-122.422067184937,37.7373623605213,"(37.7373623605213, -122.422067184937)",16001391328150
160014369,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,01/05/2016 12:00:00 AM,01:00,TENDERLOIN,NONE,400 Block of OFARRELL ST,-122.411747371924,37.7859988323798,"(37.7859988323798, -122.411747371924)",16001436964070
160014375,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/06/2016 12:00:00 AM,12:13,MISSION,"ARREST, BOOKED",17TH ST / HOFF ST,-122.420434724553,37.7633758058059,"(37.7633758058059, -122.420434724553)",16001437565016
160014381,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,01/01/2016 12:00:00 AM,08:00,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.411987643595,37.7850226622786,"(37.7850226622786, -122.411987643595)",16001438161030
160014397,OTHER OFFENSES,FALSE PERSONATION,Monday,01/04/2016 12:00:00 AM,15:10,RICHMOND,NONE,700 Block of 40TH AV,-122.500380427915,37.7746206491065,"(37.7746206491065, -122.500380427915)",16001439709027
160014836,ROBBERY,ROBBERY OF A CHAIN STORE WITH A KNIFE,Wednesday,01/06/2016 12:00:00 AM,14:23,RICHMOND,NONE,700 Block of CABRILLO ST,-122.466558780683,37.7751918267217,"(37.7751918267217, -122.466558780683)",16001483603042
160014858,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Wednesday,01/06/2016 12:00:00 AM,06:00,TARAVAL,NONE,2000 Block of 29TH AV,-122.486925960114,37.7490841729028,"(37.7490841729028, -122.486925960114)",16001485809024
160015163,NON-CRIMINAL,AIDED CASE,Wednesday,01/06/2016 12:00:00 AM,16:09,MISSION,NONE,14TH ST / FOLSOM ST,-122.41561633832,37.7685360123583,"(37.7685360123583, -122.41561633832)",16001516351040
160015276,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Tuesday,01/05/2016 12:00:00 AM,20:00,PARK,NONE,1000 Block of COLE ST,-122.449751652563,37.7644297714074,"(37.7644297714074, -122.449751652563)",16001527605073
160015276,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,01/05/2016 12:00:00 AM,20:00,PARK,NONE,1000 Block of COLE ST,-122.449751652563,37.7644297714074,"(37.7644297714074, -122.449751652563)",16001527606224
160015282,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/05/2016 12:00:00 AM,17:00,TARAVAL,NONE,0 Block of ARDENWOOD WY,-122.472715759631,37.7352681469084,"(37.7352681469084, -122.472715759631)",16001528206244
160015470,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,01/06/2016 12:00:00 AM,09:00,TARAVAL,NONE,2500 Block of KIRKHAM ST,-122.488120173893,37.7592805524173,"(37.7592805524173, -122.488120173893)",16001547005041
160015486,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,01/06/2016 12:00:00 AM,17:20,MISSION,JUVENILE BOOKED,CAPP ST / 22ND ST,-122.417660640341,37.7555043420028,"(37.7555043420028, -122.417660640341)",16001548603074
160212234,TRESPASS,TRESPASSING,Sunday,03/13/2016 12:00:00 AM,12:15,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.401027740415,37.7853906306613,"(37.7853906306613, -122.401027740415)",16021223427195
160212240,SECONDARY CODES,JUVENILE INVOLVED,Sunday,03/13/2016 12:00:00 AM,11:45,NORTHERN,NONE,400 Block of PAGE ST,-122.428178458093,37.773295406746,"(37.773295406746, -122.428178458093)",16021224015500
160016337,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,01/07/2016 12:00:00 AM,01:25,INGLESIDE,"ARREST, BOOKED",GENEVA AV / CAYUGA AV,-122.443696904615,37.718927976006,"(37.718927976006, -122.443696904615)",16001633765016
160016343,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,01/07/2016 12:00:00 AM,01:17,TARAVAL,NONE,3200 Block of 20TH AV,-122.475647460786,37.7285280627465,"(37.7285280627465, -122.475647460786)",16001634364070
160016428,WARRANTS,WARRANT ARREST,Thursday,01/07/2016 12:00:00 AM,03:30,TARAVAL,"ARREST, BOOKED",0 Block of SERRANO DR,-122.475924482317,37.7201092063584,"(37.7201092063584, -122.475924482317)",16001642863010
